"","year","nom.id","ind.id","chemistryaward","city","city_2","comments","country","country_2","department","gender","literatureaward","medicineaward","motivation","name","number","peaceaward","peaceaward_2","physicsaward","profession","state","university","university_2","yearbirth","yeardeath","award","n.noms","n.props","tot.noms","tot.props","prop.noms","prop.props","rank.noms","year.range"
"14","1901",1515,"prop",NA,"London",NA,"Cremer contributed to the founding of the Inter-Parliamentary Union.
The nomination was supported by 105 members of the British parliament.","UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"Philip James  Stanhope","4 - 2",NA,NA,NA,"Member of parliament. Chairman of the British Inter-Parliamentary Group.",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"15","1901",1544,"prop",NA,"Stockholm",NA,"Passy began working for peace during the Crimean War, but he did not involve himself more actively in peace work until 1867.","SWEDEN (SE)",NA,NA,"M",NA,NA,NA,"Ernst  Beckman","4 - 3",NA,NA,NA,"Member of the Council of the Inter-Parliamentary Union.",NA,NA,NA,NA,NA,0,0,2,189,141,0,0.0141843971631206,82.5,"1900-1910"
"16","1901",1561,"nom",NA,"Vienna",NA,"Suttner also mentioned other possible candidates without specifically naming them as nominees for 1901. She wanted Passy, the oldest and most revered of the peace workers,  to receive the first peace prize, and she also recommended a division of the prize in order to honor as many as the worthy candidates as possible. In addition she wrote a lengthy letter about how she interpreted the notions in Alfred Nobel's will. She had been a friend of Nobel, and she wished to share her thoughts on the peace prize with the Norwegian Nobel Committee. Among others, she opposed the idea of giving the prize to an organization.","AUSTRIA (AT)",NA,NA,"F",NA,NA,"Cremer established the International Arbitration League in 1870. He initiated an arbitration treaty between Great Britain and the USA. Cremer organized and promoted inter-parliamentary peace conferences, and he was editor of the journal ""The Arbitrator"". He was the only labor leader in the peace movement. Cremer was also one of the founders of the Inter-Parliamentary Union. Passy's career as a peace worker began in 1856 with his opposition to the Crimean War. In 1867 he founded the first French peace society (Ligue internationale et permanente de la paix). Passy promoted free trade, pacifism, international law and arbitration. As a member of parliament (1881-1889), Passy also contributed to the founding of the Inter-Parliamentary Union. Suttner was the author of the novel ""Die Waffen nieder"" (Lay Down Your Arms), the most important antiwar novel of the period. She was the founder and president of the Austrian Peace Society (1891), and she contributed to the foundation of the Permanent International Peace Bureau (1891). Suttner was nominated for her contribution to the international peace movement.","Baroness Bertha Sophie F von Suttner","4 - 4","1905",NA,NA,"Author. Member of the Commission of the Permanent International Peace Bureau.",NA,NA,NA,"1843","1914",0,14,1,189,141,0.0740740740740741,0.00709219858156028,4,"1900-1910"
"17","1901",1561,"prop",NA,NA,NA,"Apponyi wanted his three candidates to share the peace prize, and to divide the prize money equally among them (Cremer 35%), Passy (35%) and Suttner (30%).
Only Cremer and Passy were included on the short list.","HUNGARY (HU)",NA,NA,NA,NA,NA,NA,"The Hungarian Inter-Parliamentary Group (Apponyi)","4 - 4",NA,NA,NA,"Members of Parliament",NA,NA,NA,NA,NA,0,0,4,189,141,0,0.0283687943262411,82.5,"1900-1910"
"18","1901",1570,"nom",NA,"Bern",NA,NA,"SWITZERLAND (CH)",NA,NA,NA,NA,NA,"Cremer established the International Arbitration League in 1870. He initiated an arbitration treaty between Great Britain and the USA. Cremer organized and promoted inter-parliamentary peace conferences, and he was editor of the journal ""The Arbitrator"". He was the only labor leader in the peace movement. Cremer was also one of the founders of the Inter-Parliamentary Union. Passy's career as a peace worker began in 1856 with his opposition to the Crimean War. In 1867 he founded the first French peace society (Ligue internationale et permanente de la paix). Passy promoted free trade, pacifism, international law and arbitration. As a member of parliament (1881-1889), Passy also contributed to the founding of the Inter-Parliamentary Union. The Peace Bureau organized peace conferences, and it collected and published peace literature. It was the heart of the European peace movement, and it co-ordinated the activities of the various national and non-governmental peace organizations.","The Permanent International Peace Bureau","4 - 5","1910",NA,NA,"Central office for coordination of peace activities.",NA,NA,NA,NA,NA,0,14,0,189,141,0.0740740740740741,0,4,"1900-1910"
"19","1901",1570,"prop",NA,"Stockholm",NA,"Passy began working for peace during the Crimean War, but he did not involve himself more actively in peace work until 1867.","SWEDEN (SE)",NA,NA,NA,NA,NA,NA,"37 members of the Swedish parliament (Wavrinsky)","4 - 5",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,3,189,141,0,0.0212765957446809,82.5,"1900-1910"
"20","1901",1576,"prop",NA,"Vienna",NA,"Gniewosz-Olexow wanted the Norwegian Nobel Committee to bestow an honorary peace award on Czar Nikolai II of Russia for his initiative that resulted in the 1899 Hague Peace Conference. In addition, Gniewosz-Olexow wished that the Nobel Committee would divide the prize money between some worthy peace workers, namely William Randall Cremer, Chevalier Descamps, Frédéric Passy and Bertha von Suttner.","AUSTRIA (AT)",NA,NA,"M",NA,NA,NA,"Ritter Wladimir  von Gniewosz-Olexow","4 - 6",NA,NA,NA,"Member of the Council of the Inter-Parliamentary Union.",NA,NA,NA,NA,NA,0,0,5,189,141,0,0.0354609929078014,82.5,"1900-1910"
"21","1901",1581,"prop",NA,"Vienna",NA,"Schönbrunn wanted the Norwegian Nobel Committee to bestow an honorary peace award on Czar Nikolai II of Russia for his initiative that resulted in the 1899 Hague Peace Conference. In addition, Schönbrunn wished that the Nobel Committee would divide the prize money between some worthy peace workers, namely William Randal Cremer, Frédéric Passy and Bertha von Suttner.
Lange did not include this nomination among the official nominations. However, Schönbrunn was a memeber of the Arbitraion Court at the Hague and he was thereby entitled to nominate a candidate for the peace prize.","AUSTRIA (AT)",NA,NA,"M",NA,NA,NA,"Count Fr.  Schönbrunn","4 - 7",NA,NA,NA,"Member of the Permanent Court of Arbitration at the Hague",NA,NA,NA,NA,NA,0,0,4,189,141,0,0.0283687943262411,82.5,"1900-1910"
"22","1901",1586,"prop",NA,"Vienna",NA,"Pirquet wanted the Norwegian Nobel Committee to bestow an honorary peace award on Czar Nikolai II of Russia for his initiative that resulted in the 1899 Hague Peace Conference. In addition, Pirquet wished that the Nobel Committee would divide the prize money between some worthy peace workers, namely William Randall Cremer, Chevalier Descamps, Frédéric Passy and Bertha von Suttner.","AUSTRIA (AT)",NA,NA,NA,NA,NA,NA,"The Austrian Inter-Parliamentary Group (Pirquet)","4 - 8",NA,NA,NA,"Members of parliament.",NA,NA,NA,NA,NA,0,0,5,189,141,0,0.0354609929078014,82.5,"1900-1910"
"23","1901",1591,"prop",NA,"Vienna",NA,"Lammasch wanted the Norwegian Nobel Committee to bestow an honorary peace award on Czar Nikolai II of Russia for his initiative that resulted in the 1899 Hague Peace Conference. In addition, Lammasch wished that the Nobel Committee would divide the prize money between some worthy peace workers, namely William Randall Cremer, Frédéric Passy and Bertha von Suttner.","AUSTRIA (AT)",NA,NA,"M",NA,NA,NA,"Heinrich  Lammasch","4 - 9",NA,NA,NA,"Professor of Law. Pacifist. Member of the Institute of International Law.",NA,"Vienna",NA,"1853","1920",0,0,4,189,141,0,0.0283687943262411,82.5,"1900-1910"
"24","1901",1824,"nom",NA,"Leuven (Louvain Löwen)",NA,NA,"BELGIUM (BE)",NA,NA,"M",NA,NA,"Descamps was nominated for his inter-parliamentary peace work. President of the sixth Inter-Parliamentary Peace Conference in Brussels in 1895, and Belgian delegate to the peace conference at The Hague in 1899. He was elected Secretary General of the Institute of International Law in 1900. Descamps wrote significant works on neutrality and disarmament, and he also contributed to the abolitionist movement.","Chevalier Edouard Eugène F Descamps","5 - 1",NA,NA,NA,"Professor of International Law",NA,"Louvain",NA,"1847","1933",0,12,0,189,141,0.0634920634920635,0,6,"1900-1910"
"25","1901",1824,"prop",NA,"Leuven (Louvain Löwen)",NA,"The nomination was supported by several jurists and politicians. One of the nominating professors was the former the Minister of Justice.","BELGIUM (BE)",NA,NA,NA,NA,NA,NA,"Professors at the University of Louvain","5 - 1",NA,NA,NA,"Professors",NA,"Louvain",NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"26","1901",1944,"nom",NA,"Ghent",NA,NA,"BELGIUM (BE)",NA,NA,NA,NA,NA,"Descamps was nominated for his inter-parliamentary peace work. President of the sixth Inter-Parliamentary Peace Conference in Brussels in 1895, and Belgian delegate to the peace conference at The Hague in 1899. He was elected Secretary General of the Institute of International Law in 1900. Descamps wrote significant works on neutrality and disarmament, and he also contributed to the abolitionist movement. The Institute of International Law was nominated for its work to draft the first international arbitration regulations, and for its efforts to establish a codification of the laws of war.","The Institute of International Law (Institut de Droit International)","5 - 4","1904",NA,NA,"Scientific society aimed at developing international law as a codified science.",NA,NA,NA,NA,NA,0,3,0,189,141,0.0158730158730159,0,15,"1900-1910"
"27","1901",1944,"prop",NA,"Lausanne",NA,"Lehr only wished to nominate the Institute of International Law on condition that the Nobel Committee decided to give the prize to an institution. If the Nobel Committee decided to give the prize to a person, then he wished to nominate Chevalier Descamps.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Ernest  Lehr","5 - 4",NA,NA,NA,"Professor. Member of the Institute of International Law",NA,NA,NA,NA,NA,0,0,2,189,141,0,0.0141843971631206,82.5,"1900-1910"
"28","1901",1954,"prop",NA,"Oxford",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"M",NA,NA,NA,"J E Holland","5 - 5",NA,NA,NA,"Professor of International Law. Member of the Institute of International Law.",NA,"University of Oxford",NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"29","1901",1964,"prop",NA,NA,NA,NA,"PORTUGAL (PT)",NA,NA,"M",NA,NA,NA,"Count  de Macedo","5 - 6",NA,NA,NA,"Member of the upper house of parliament",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"30","1901",1971,"prop",NA,"Berlin",NA,"The nominators were: Prince Ahrenberg, H. Sittart, Dr. iur. Carl Backer, Dr. Ch. de Savigny.","GERMANY (DE)",NA,NA,"M",NA,NA,NA,"Four members of the German Parliament","5 - 7",NA,NA,NA,"Members of Parliament.",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"31","1901",1975,"prop",NA,"Berlin",NA,NA,"GERMANY (DE)",NA,NA,"M",NA,NA,NA,"Franz  von Liszt","5 - 8",NA,NA,NA,"Professor of Law. Member of the International Law Institute.",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"32","1901",1979,"prop",NA,"Granada",NA,NA,"SPAIN (ES)",NA,NA,"M",NA,NA,NA,"Manuel  Torres Campos","5 - 9",NA,NA,NA,"Member of the Institute of International Law.",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"33","1901",1982,"prop",NA,"Copenhagen",NA,NA,"DENMARK (DK)",NA,NA,"M",NA,NA,NA,"August Hermann Ferdinand C Goos","5 - 10",NA,NA,NA,"Minister of Justice. Former minister of Culture.",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"34","1901",2204,"nom",NA,NA,NA,NA,"SWITZERLAND (CH)",NA,NA,"M",NA,NA,"Ducommun was the unpaid leader of the Permanent International Peace Bureau, and his work was therefore closely connected to it. He actively started working for peace in 1867 when he participated at the foundation of Ligue de la Paix et de la Liberté. Ducommun advocated a pragmatic and practical approach to peace work, and he promoted international arbitration.","Élie  Ducommun","6 - 1","1902",NA,NA,"Veteran peace advocate. Honorary secretary of the Permanent International Peace Bureau.",NA,NA,NA,"1833","1906",0,8,0,189,141,0.0423280423280423,0,9,"1900-1910"
"35","1901",2204,"prop",NA,"Bern",NA,"Stein nominated the Permanent International Peace Bureau as his first choice.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Ludwig  Stein","6 - 1",NA,NA,NA,"Professor of Philosophy. Member of the Commission of the Permanent International Peace Bureau.",NA,"University of Bern",NA,NA,NA,0,0,2,189,141,0,0.0141843971631206,82.5,"1900-1910"
"36","1901",2268,"prop",NA,"Liverpool",NA,NA,"UNITED KINGDOM (GB)",NA,NA,"F",NA,NA,NA,"Ellen  Robinson","6 - 2",NA,NA,NA,"Member of the Commission of the Permanent International Peace Bureau",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"37","1901",2293,"prop",NA,"Bern",NA,"Morel nominated Elie Ducommun as his primary choice. Secondly he suggested a divided prize to Ducommun and the Permanent International Peace Bureau. As a third alternative he suggested giving the prize to both Ducommun and Passy.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Henri  Morel","6 - 3",NA,NA,NA,"Member of the Commission of the Permanent International Peace Bureau",NA,NA,NA,NA,NA,0,0,3,189,141,0,0.0212765957446809,82.5,"1900-1910"
"38","1901",2312,"prop",NA,"Lausanne",NA,NA,"SWITZERLAND (CH)",NA,NA,NA,NA,NA,NA,"3 Professors at the University of Lausanne","6 - 5",NA,NA,NA,"Professors of Law",NA,"University of Lausanne",NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"39","1901",2318,"prop",NA,NA,NA,"Lacheval fully supported Henri Morel's nomination, and he especially recommended Élie Ducommun as a worthy recipient of the Nobel Peace Prize.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Lacheval","6 - 6",NA,NA,NA,"President of the Swiss Confederacy",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"40","1901",2322,"prop",NA,"Neuchâtel",NA,"Jeanhenry nominated three candidates: Élie Ducommun, The Permanent International Peace Bureau and Frédéric Passy. He especially recommended Élie Ducommun as a worthy recipient of the Nobel Peace Prize. Jeanhenry fully supported Henri Morel in his efforts to promote the candidacy of Ducommun, IPBP and Passy.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,NA,"Alfred  Jeanhenry","6 - 7",NA,NA,NA,"Professor of Public Law",NA,NA,NA,NA,NA,0,0,3,189,141,0,0.0212765957446809,82.5,"1900-1910"
"41","1901",2539,"nom",NA,NA,NA,NA,"SWITZERLAND (CH)",NA,NA,"M",NA,NA,"Dunant was one of the founders of the International Committee of the Red Cross and he was the initiator of the Geneva Convention.","Jean Henry  Dunant","7 - 1","1901",NA,NA,"Founder of the International Committee of the Red Cross",NA,NA,NA,"1828","1910",1,10,0,189,141,0.0529100529100529,0,7,"1900-1910"
"42","1901",2539,"prop",NA,"Kristiania (now Oslo)",NA,"Getz nominated Dunant twice. He himself nominated Dunant in February 1901, and in March he nominated Dunant on behalf of Norske Kvinders Sanitetsforening (The Norwegian Women's Sanitary Association).  

Bernard Getz died in 1901. Jørgen Løvland became the new chairman of the Norwegian Nobel Committee and Hans Jacob Horst became a new member of the Committee. Getz died before the committee had reached its decision as to who would receive the peace prize.","NORWAY (NO)",NA,NA,"M",NA,NA,NA,"Bernhard  Getz","7 - 1",NA,NA,NA,"Attourney General of Norway. Chairman of the Norwegian Nobel Committee (1897-1901).",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"43","1901",2607,"prop",NA,"Kristiania (now Oslo)",NA,"Sunde endorsed a nomination initiated by Mrs. Liane Fyhn and the Alliance Universelle des Femmes Pour la Paix. Liane Fyhn emphasized the importance of the efforts conducted by Dunant and the Red Cross Committee.","NORWAY (NO)",NA,NA,"M",NA,NA,NA,"Elias  Sunde","7 - 2",NA,NA,NA,"Minister of Finance.",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"44","1901",2631,"prop",NA,"Amsterdam",NA,NA,"NETHERLANDS (NL)",NA,NA,"M",NA,NA,NA,"7 professors at the University of Amsterdam","7 - 3",NA,NA,NA,"Professors of History and Philosophy",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"45","1901",2641,"prop",NA,"Stockholm",NA,NA,"SWEDEN (SE)",NA,NA,NA,NA,NA,NA,"92 members of the Swedish Parliament","7 - 4",NA,NA,NA,"Members of parliament",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"46","1901",2646,"prop",NA,"Stuttgart",NA,NA,"GERMANY (DE)",NA,NA,"M",NA,NA,NA,"40 members of the Württemberg parliament (House of Deputies)","7 - 5",NA,NA,NA,"Members of Parliament",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"47","1901",2652,"prop",NA,"Stuttgart",NA,"The nominators also wished to promote the candidacies of Dr. Adolf Richter, chairman of the Deutsche Friedensgesellschaft, and Stadtpharrer Umfrid, deputy chaiman of the Deutsche Friedensgesellschaft.","GERMANY (DE)",NA,NA,NA,NA,NA,NA,"24 members of the Württemberg parliament (House of Deputies)","7 - 7",NA,NA,NA,"Members of Parliament",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"48","1901",2653,"prop",NA,"Brussels",NA,"The professors were: Leclére, Vauder Rinsere and Pergameny.","BELGIUM (BE)",NA,NA,"M",NA,NA,NA,"3 professors at the University of Brussels","7 - 8",NA,NA,NA,"Professors of History",NA,"Brussels",NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"49","1901",2654,"prop",NA,"Kristiania (now Oslo)",NA,"Qvam endorsed a nomination initiated by Landskvinnestemmerettsforeningen (National Association for Female Suffrage). Qvam's wife Fredrikke Marie was president of Landskvinnestemmerettsforeningen.","NORWAY (NO)",NA,NA,"M",NA,NA,NA,"Ole Anton  Qvam","7 - 9",NA,NA,NA,"Minister of Justice.",NA,NA,NA,NA,NA,0,0,1,189,141,0,0.00709219858156028,82.5,"1900-1910"
"50","1901",2655,"prop",NA,"Stockholm",NA,"Kleen nominated the Institute of International Law. However, in his letter to the Norwegian Nobel Committee, he stated that he would rather have nominated Henri Dunant and Gustave Moynier if it had been possible to do so. Kleen believed that according to the peace prize statutes they did not qualify as candudates. In one of the paragraphs it is stated that the laureate will receive the peace prize for his or her accomplishments during the last year. Kleen stated that since Dunant and Moynier's lifelong peace work was the achievement of a lifetime and since he could not refer to any particular accomplishments of the last year, he reckoned that they did not qualify for the peace prize. He strongly believed that Dunant and Moynier were the best candidates for the peace prize, and he regretted not being able to nominate them.","SWEDEN (SE)",NA,NA,"M",NA,NA,NA,"Richard  Kleen","7 - 10",NA,NA,NA,"Member of the Institute of International Law",NA,NA,NA,NA,NA,0,0,3,189,141,0,0.0212765957446809,82.5,"1900-1910"
"51","1901",2873,"nom",NA,"Milan",NA,NA,"ITALY (IT)",NA,NA,"M",NA,NA,"Ferrero had given numerous lectures on militarism in Milan, and the lectures had been received with great acclaim by the people in Milan.","Guglielmo  Ferrero","8 - 1",NA,NA,NA,"Author",NA,NA,NA,"1871","1942",0,1,0,189,141,0.00529100529100529,0,28.5,"1900-1910"
"52","1901",2873,"prop",NA,"Milan",NA,"Moneta also nominated the Permanent International Peace Bureau. The two nominations were submitted as individual nominations, and Moneta did not suggest a division of the the prize between them.","ITALY (IT)",NA,NA,"M",NA,NA,NA,"Eduardo  Moneta","8 - 1",NA,NA,NA,"Editor and journalist. President of the Lombard League of Peace/ leader of the Italian peace movement.",NA,NA,NA,NA,NA,0,0,2,189,141,0,0.0141843971631206,82.5,"1900-1910"
"53","1901",3205,"nom",NA,"Bern",NA,"Most of the IPU's nominators nominated either the Inter-Parliamentary Union or the Inter-Parliamentary Bureau or both. Christian Lous Lange, secretary of the Norwegian Nobel Committee, rearded the Union and the Bureau as one candidate; the Bureau was the executive body of the Union. The nominators wished to to reward the IPU and its Bureau with a Nobel Peace Prize for its accomplishments so far and to provide the IPU with means to develop the organization and to guarantee the continued existence of the IPU.","SWITZERLAND (CH)",NA,NA,"M",NA,NA,"Gobat was secretary-general of the Inter-Parliamentary Bureau, which had been established at the Inter-Parliamentary Union's conference in 1892. He was the Union's leading administrator, organizing its meetings and publishing proceedings from its conferences. Gobat was particularly preoccupied with the idea of international arbitration, and he was central to the establishment of the Permanent Court of Arbitration at The Hague in 1899. He was also a member of the Permanent International Peace Bureau.","Charles Albert  Gobat","9 - 1","1902",NA,NA,"Lawyer, legislator, administrator. Secretary general of the Inter-Parliamentary Union.",NA,NA,NA,"1843","1914",0,1,1,189,141,0.00529100529100529,0.00709219858156028,28.5,"1900-1910"
"54","1901",3205,"prop",NA,"Kristiania (now Oslo)",NA,"John Lund also nominated the Inter-Parliamentary Union and William Stead.","NORWAY (NO)",NA,NA,"M",NA,NA,NA,"John Theodor  Lund","9 - 1",NA,NA,NA,"Customs officer. Member of the Norwegian Nobel Committee (1897-1913).",NA,NA,NA,"1842","1913",0,0,4,189,141,0,0.0283687943262411,82.5,"1900-1910"
